cityLabel,year,population
Berrechid,1994-01-01T00:00:00Z,54781
Berrechid,2004-01-01T00:00:00Z,89830
Berrechid,2014-01-01T00:00:00Z,136634
Berrechid,2024-01-01T00:00:00Z,168687
El Jadida,1994-01-01T00:00:00Z,119083
El Jadida,2004-01-01T00:00:00Z,144440
El Jadida,2014-01-01T00:00:00Z,194934
El Jadida,2024-01-01T00:00:00Z,237464
Ndola,2010-01-01T00:00:00Z,455194
Ndola,2012-01-01T00:00:00Z,517975
Ndola,2013-01-01T00:00:00Z,528330
Ndola,2018-01-01T00:00:00Z,451246
Ndola,2022-01-01T00:00:00Z,624579
Ndola,2022-01-01T00:00:00Z,624579
Malakal,2014-01-01T00:00:00Z,147450
Walvis Bay,2011-01-01T00:00:00Z,85000
El-Balyana,1996-11-19T00:00:00Z,39911
El-Balyana,2006-11-11T00:00:00Z,46997
Souillac,2000-01-01T00:00:00Z,4154
Chelghoum Laïd,2008-01-01T00:00:00Z,82560
Moçâmedes,2014-01-01T00:00:00Z,255000
Zanzibar City,1983-01-01T00:00:00Z,125000
Zanzibar City,1998-01-01T00:00:00Z,158000
Zanzibar City,2002-01-01T00:00:00Z,205870
Zanzibar City,2012-01-01T00:00:00Z,501459
Zanzibar City,2020-01-01T00:00:00Z,403700
Zanzibar City,2022-08-23T00:00:00Z,709809
Tiko,1976-04-09T00:00:00Z,14810
Tiko,1987-04-10T00:00:00Z,23559
Tiko,2005-11-11T00:00:00Z,60796
Tiko,2012-01-01T00:00:00Z,78885
Mansoura,1986-11-17T00:00:00Z,317508
Mansoura,1996-11-19T00:00:00Z,369409
Mansoura,2021-07-01T00:00:00Z,621953
Bobo-Dioulasso,1985-01-01T00:00:00Z,228668
Bobo-Dioulasso,1996-01-01T00:00:00Z,309711
Bobo-Dioulasso,2006-01-01T00:00:00Z,489967
Bobo-Dioulasso,2013-01-01T00:00:00Z,555128
Bobo-Dioulasso,2019-01-01T00:00:00Z,903887
Lobito,2014-01-01T00:00:00Z,393079
Lobito,2018-01-01T00:00:00Z,436467
Pointe-Noire,2010-01-01T00:00:00Z,787799
Pointe-Noire,2018-01-01T00:00:00Z,1006611
Pointe-Noire,2023-01-01T00:00:00Z,1420612
Mombasa,1979-01-01T00:00:00Z,341148
Mombasa,1989-01-01T00:00:00Z,461753
Mombasa,1999-01-01T00:00:00Z,665018
Mombasa,2009-01-01T00:00:00Z,939370
Mombasa,2014-01-01T00:00:00Z,1300000
Mombasa,2016-01-01T00:00:00Z,1200000
Mombasa,2019-01-01T00:00:00Z,1208333
Chinde,1980-01-01T00:00:00Z,16500
Jerada,1994-01-01T00:00:00Z,59367
Jerada,2004-01-01T00:00:00Z,43916
Jerada,2014-01-01T00:00:00Z,43506
Jerada,2024-01-01T00:00:00Z,41014
Skikda,2008-01-01T00:00:00Z,163318
Ben Ahmed,1994-01-01T00:00:00Z,19135
Ben Ahmed,2004-01-01T00:00:00Z,21361
Ben Ahmed,2014-01-01T00:00:00Z,33105
Ben Ahmed,2024-01-01T00:00:00Z,33469
Bouskoura,1994-01-01T00:00:00Z,22818
Bouskoura,2004-01-01T00:00:00Z,92259
Bouskoura,2014-01-01T00:00:00Z,103026
Bouskoura,2024-01-01T00:00:00Z,200359
Bogo,2005-01-01T00:00:00Z,95230
Kayanza,2008-01-01T00:00:00Z,21767
Touba,2021-01-01T00:00:00Z,55013
Zuwara,2004-01-01T00:00:00Z,80310
Lakota,2021-01-01T00:00:00Z,169330
Taourirt,1994-01-01T00:00:00Z,57956
Taourirt,2004-01-01T00:00:00Z,80024
Taourirt,2021-01-01T00:00:00Z,321876
Taourirt,2024-01-01T00:00:00Z,100402
Guercif,1994-01-01T00:00:00Z,41997
Guercif,2004-01-01T00:00:00Z,57307
Guercif,2014-01-01T00:00:00Z,90880
Guercif,2024-01-01T00:00:00Z,80703
Sidi Slimane,1994-01-01T00:00:00Z,69645
Sidi Slimane,2004-01-01T00:00:00Z,78060
Sidi Slimane,2014-01-01T00:00:00Z,92989
Sidi Slimane,2024-01-01T00:00:00Z,95114
Moussoro,2009-01-01T00:00:00Z,16349
Ksar es-Seghir,1994-01-01T00:00:00Z,8818
Ksar es-Seghir,2004-01-01T00:00:00Z,10995
Ksar es-Seghir,2014-01-01T00:00:00Z,12997
Ksar es-Seghir,2024-01-01T00:00:00Z,17125
Ait Melloul,1994-01-01T00:00:00Z,82825
Ait Melloul,2004-01-01T00:00:00Z,130370
Ait Melloul,2014-01-01T00:00:00Z,171847
Ait Melloul,2024-01-01T00:00:00Z,210870
Arish,2012-01-01T00:00:00Z,164830
Edfu,2012-11-11T00:00:00Z,133772
Zefta,1986-11-17T00:00:00Z,69253
Zefta,1996-11-19T00:00:00Z,80864
Zefta,2006-11-11T00:00:00Z,93740
Nakuru,2009-01-01T00:00:00Z,307990
Kitwe,2000-10-20T00:00:00Z,363734
Kitwe,2008-01-01T00:00:00Z,488400
Kitwe,2010-01-01T00:00:00Z,504194
Kitwe,2022-08-18T00:00:00Z,625000
Katiola,2014-05-15T00:00:00Z,40319
Katiola,2021-01-01T00:00:00Z,90641
Issia,2021-01-01T00:00:00Z,126252
Dundo,2014-01-01T00:00:00Z,177604
Abéché,2012-01-01T00:00:00Z,76492
Morogoro,2002-01-01T00:00:00Z,207000
Boumalne Dades,1994-01-01T00:00:00Z,9908
Boumalne Dades,2004-01-01T00:00:00Z,11179
Boumalne Dades,2014-01-01T00:00:00Z,12328
Boumalne Dades,2024-01-01T00:00:00Z,12391
Rosetta,1986-11-17T00:00:00Z,51789
Rosetta,1996-11-19T00:00:00Z,58322
Rosetta,2006-11-11T00:00:00Z,68947
Rosetta,2021-07-01T00:00:00Z,125778
Sétif,1977-01-01T00:00:00Z,130156
Sétif,1987-01-01T00:00:00Z,179384
Sétif,1998-01-01T00:00:00Z,232992
Sétif,2008-01-01T00:00:00Z,288461
Bani Walid,2008-01-01T00:00:00Z,50824
Kigoma,2007-01-01T00:00:00Z,135234
Mwaro,2008-01-01T00:00:00Z,2403
Rutana,2008-01-01T00:00:00Z,5865
Rwamagana,2012-01-01T00:00:00Z,18009
Ruhengeri,2022-01-01T00:00:00Z,135000
Dolisie,2007-01-01T00:00:00Z,83798
Dolisie,2018-01-01T00:00:00Z,117920
Tabou,2014-05-15T00:00:00Z,22733
Herakleopolis Magna,2006-11-11T00:00:00Z,40001
M'diq,1994-01-01T00:00:00Z,21093
M'diq,2004-01-01T00:00:00Z,36596
M'diq,2014-01-01T00:00:00Z,56227
M'diq,2024-01-01T00:00:00Z,67599
Tiflet,1994-01-01T00:00:00Z,49918
Tiflet,2004-01-01T00:00:00Z,69640
Tiflet,2014-01-01T00:00:00Z,86709
Tiflet,2024-01-01T00:00:00Z,103850
Wa,2010-01-01T00:00:00Z,107214
Adrar,1977-02-12T00:00:00Z,11956
Adrar,1987-03-20T00:00:00Z,28580
Adrar,1998-06-25T00:00:00Z,42732
Adrar,2008-04-14T00:00:00Z,68276
Mankono,2014-01-01T00:00:00Z,64330
Tabligbo,2022-01-01T00:00:00Z,36961
Ben Guerir,1994-01-01T00:00:00Z,47080
Ben Guerir,2004-01-01T00:00:00Z,62872
Ben Guerir,2014-01-01T00:00:00Z,88626
Ben Guerir,2024-01-01T00:00:00Z,114872
Taounate,1994-01-01T00:00:00Z,24378
Taounate,2004-01-01T00:00:00Z,32380
Taounate,2014-01-01T00:00:00Z,37616
Taounate,2024-01-01T00:00:00Z,39114
Kogo,1994-01-01T00:00:00Z,4607
Akonibe,2008-01-01T00:00:00Z,13382
Niefang,2005-01-01T00:00:00Z,4858
Niefang,2011-01-01T00:00:00Z,37273
Niefang,2014-01-01T00:00:00Z,41084
Mhlume,2006-01-01T00:00:00Z,7761
Dembi Dollo,2007-01-01T00:00:00Z,29448
Dogbo-Tota,2013-01-01T00:00:00Z,101870
Batu,2007-01-01T00:00:00Z,43660
Zouar,2009-01-01T00:00:00Z,6432
Mengomeyén,2012-01-01T00:00:00Z,15644
Bidjabidjan,2001-01-01T00:00:00Z,5167
Kikwit,2012-01-01T00:00:00Z,397737
Youssoufia,1994-01-01T00:00:00Z,60451
Youssoufia,2004-01-01T00:00:00Z,64518
Youssoufia,2014-01-01T00:00:00Z,67628
Youssoufia,2024-01-01T00:00:00Z,65669
Bandjoun,2012-01-01T00:00:00Z,6872
Kirundo,2008-01-01T00:00:00Z,10024
Oum Hadjer,2009-01-01T00:00:00Z,26136
Garango,1985-01-01T00:00:00Z,27242
Garango,1996-01-01T00:00:00Z,28291
Garango,2006-01-01T00:00:00Z,35015
Garango,2019-01-01T00:00:00Z,45150
Cankuzo,2008-01-01T00:00:00Z,3624
Shobra Elkhema,1986-11-17T00:00:00Z,714594
Shobra Elkhema,1996-11-19T00:00:00Z,870775
Shobra Elkhema,2006-11-11T00:00:00Z,1025569
Kindu,2012-01-01T00:00:00Z,172321
Nag Hammadi,1986-11-17T00:00:00Z,28493
Nag Hammadi,1996-11-19T00:00:00Z,33252
Nag Hammadi,2006-11-11T00:00:00Z,45038
Kismayo,2017-01-01T00:00:00Z,166667
Mokolo,1976-04-09T00:00:00Z,2069
Mokolo,1987-04-10T00:00:00Z,19602
Mokolo,2005-11-11T00:00:00Z,33335
Mokolo,2010-01-01T00:00:00Z,37000
Mokolo,2012-01-01T00:00:00Z,40168
Mbouda,1976-04-09T00:00:00Z,15069
Mbouda,1987-04-10T00:00:00Z,35912
Mbouda,2005-11-11T00:00:00Z,46071
Mbouda,2012-01-01T00:00:00Z,49313
Moshi,2012-01-01T00:00:00Z,184292
Tanta,1970-01-01T00:00:00Z,253600
Tanta,1976-01-01T00:00:00Z,285000
Tanta,1992-01-01T00:00:00Z,380000
Tanta,2001-01-01T00:00:00Z,400000
Tanta,2006-11-11T00:00:00Z,429503
São Domingos,2010-01-01T00:00:00Z,2818
Micomiseng,2005-01-01T00:00:00Z,5813
Añisok,2012-01-01T00:00:00Z,16626
Saint-Louis,2002-01-01T00:00:00Z,154555
Saint-Louis,2005-01-01T00:00:00Z,176000
Saint-Louis,2013-01-01T00:00:00Z,209752
Saint-Louis,2015-01-01T00:00:00Z,237563
Saint-Louis,2021-01-01T00:00:00Z,258592
Hosaena,2007-01-01T00:00:00Z,69995
Massawa,2006-01-01T00:00:00Z,39758
Babati,2002-01-01T00:00:00Z,30975
Tshikapa,2023-01-01T00:00:00Z,1006387
Djelfa,1998-06-25T00:00:00Z,158679
Djelfa,2008-01-01T00:00:00Z,265833
Selouane,1994-01-01T00:00:00Z,18334
Selouane,2004-01-01T00:00:00Z,24877
Selouane,2014-01-01T00:00:00Z,21570
Selouane,2024-01-01T00:00:00Z,29628
Adet,2005-01-01T00:00:00Z,21117
Halaba Kulito,2007-01-01T00:00:00Z,26867
Haramaya,2005-01-01T00:00:00Z,15317
Haramaya,2007-01-01T00:00:00Z,30728
Aleta Wendo,2007-01-01T00:00:00Z,22093
Aliyu Amba,2005-01-01T00:00:00Z,2873
Ferkessédougou,2021-01-01T00:00:00Z,160267
Bignona,1988-01-01T00:00:00Z,22237
Bignona,2002-01-01T00:00:00Z,25477
Bignona,2013-01-01T00:00:00Z,27826
El-Tod,2006-11-01T00:00:00Z,27357
Badou,2022-01-01T00:00:00Z,11503
Bako,2007-01-01T00:00:00Z,16445
Bati,2011-01-01T00:00:00Z,20536
Dschang,2012-01-01T00:00:00Z,76524
Bedele,2007-01-01T00:00:00Z,19517
Fkih Ben Saleh,1994-01-01T00:00:00Z,74697
Fkih Ben Saleh,2004-01-01T00:00:00Z,82446
Fkih Ben Saleh,2014-01-01T00:00:00Z,102019
Fkih Ben Saleh,2024-01-01T00:00:00Z,97380
Bichena,2011-01-01T00:00:00Z,19916
Bni Drar,1994-01-01T00:00:00Z,6663
Bni Drar,2004-01-01T00:00:00Z,8919
Bni Drar,2014-01-01T00:00:00Z,10934
Bni Drar,2024-01-01T00:00:00Z,10907
Bonon,2021-01-01T00:00:00Z,116871
Bonoua,2021-01-01T00:00:00Z,118388
Ícolo e Bengo,2006-01-01T00:00:00Z,59000
Boundiali,1975-04-30T00:00:00Z,9910
Boundiali,1988-03-01T00:00:00Z,22035
Boundiali,1998-12-20T00:00:00Z,27927
Boundiali,2014-05-15T00:00:00Z,39962
Boundiali,2021-01-01T00:00:00Z,92792
Bure,2011-01-01T00:00:00Z,25084
Butajira,2007-01-01T00:00:00Z,33406
Buyo,2014-05-15T00:00:00Z,25339
Buyo,2021-01-01T00:00:00Z,100848
Tômbwa,2014-01-01T00:00:00Z,54873
Waku-Kungo,2014-01-01T00:00:00Z,90000
Idku,2005-01-01T00:00:00Z,105875
Daoukro,2021-01-01T00:00:00Z,101136
Dembéni,2012-01-01T00:00:00Z,4723
Diamniadio,2002-01-01T00:00:00Z,10898
Diamniadio,2013-01-01T00:00:00Z,23547
Diamniadio,2023-01-01T00:00:00Z,47759
Kakamega,2009-01-01T00:00:00Z,91778
Durame,2007-01-01T00:00:00Z,24472
El Aioun Sidi Mellouk,1994-01-01T00:00:00Z,30789
El Aioun Sidi Mellouk,2004-01-01T00:00:00Z,34767
El Aioun Sidi Mellouk,2014-01-01T00:00:00Z,41832
El Aioun Sidi Mellouk,2024-01-01T00:00:00Z,40652
Fianga,2009-01-01T00:00:00Z,42606
Fiche,2007-01-01T00:00:00Z,27493
Gabiadji,2014-05-15T00:00:00Z,109933
Gabiadji,2021-01-01T00:00:00Z,113369
El-Obeid,1993-01-01T00:00:00Z,229425
El-Obeid,2013-01-01T00:00:00Z,418280
Gando,2022-01-01T00:00:00Z,16346
Oued Laou,1994-01-01T00:00:00Z,7575
Oued Laou,2004-01-01T00:00:00Z,8383
Oued Laou,2014-01-01T00:00:00Z,9665
Oued Laou,2024-01-01T00:00:00Z,11690
Gebre Guracha,2007-01-01T00:00:00Z,19872
Khartoum North,2006-01-01T00:00:00Z,900000
Khartoum North,2012-01-01T00:00:00Z,936349
Minya,1986-11-17T00:00:00Z,179060
Minya,1996-11-19T00:00:00Z,201440
Minya,2006-11-11T00:00:00Z,236043
Al Hoceima,1994-01-01T00:00:00Z,55216
Al Hoceima,2004-01-01T00:00:00Z,55357
Al Hoceima,2014-01-01T00:00:00Z,56716
Al Hoceima,2024-01-01T00:00:00Z,50225
Ghafsai,1994-01-01T00:00:00Z,4255
Ghafsai,2004-01-01T00:00:00Z,5492
Ghafsai,2014-01-01T00:00:00Z,6361
Ghafsai,2024-01-01T00:00:00Z,7117
Ginir,2007-01-01T00:00:00Z,17102
El-Quseir,2006-11-11T00:00:00Z,24344
El Quseyya,1996-11-19T00:00:00Z,55957
El Quseyya,2006-11-11T00:00:00Z,69388
Mitsamiouli,2012-01-01T00:00:00Z,7235
Goulmima,1994-01-01T00:00:00Z,14026
Goulmima,2004-01-01T00:00:00Z,16593
Goulmima,2014-01-01T00:00:00Z,16419
Goulmima,2024-01-01T00:00:00Z,14624
Al Qadarif,2005-01-01T00:00:00Z,354927
Goz Beïda,2009-01-01T00:00:00Z,66107
Grand-Zattry,2021-01-01T00:00:00Z,112049
Shalateen,2006-11-11T00:00:00Z,6731
Buea,2005-01-01T00:00:00Z,131325
"Guérin-Kouka, Dankpen",2022-01-01T00:00:00Z,20047
El Mahalla El Kubra,1986-11-17T00:00:00Z,306509
El Mahalla El Kubra,1996-11-19T00:00:00Z,394924
El Mahalla El Kubra,2006-11-11T00:00:00Z,442958
El Mahalla El Kubra,2021-07-01T00:00:00Z,592573
Harhoura,1994-01-01T00:00:00Z,6386
Harhoura,2004-01-01T00:00:00Z,9245
Harhoura,2014-01-01T00:00:00Z,59775
Harhoura,2014-01-01T00:00:00Z,15361
Harhoura,2024-01-01T00:00:00Z,20950
Biskra,2008-01-01T00:00:00Z,204661
Mitzic,2009-01-01T00:00:00Z,4926
Holeta Genet,2007-01-01T00:00:00Z,25593
Notsé,2022-01-01T00:00:00Z,49143
Metu,2007-01-01T00:00:00Z,28782
Segbana,2013-01-01T00:00:00Z,26440
Kabuga,2012-01-01T00:00:00Z,40202
Kalfou,2005-01-01T00:00:00Z,26223
Kanel,2013-01-01T00:00:00Z,12975
Mbuji-Mayi,1970-01-01T00:00:00Z,204923
Mbuji-Mayi,1984-01-01T00:00:00Z,486235
Mbuji-Mayi,1993-01-01T00:00:00Z,766684
Mbuji-Mayi,1999-01-01T00:00:00Z,1193891
Mbuji-Mayi,2004-01-01T00:00:00Z,1213726
Mbuji-Mayi,2010-01-01T00:00:00Z,1559073
Mbuji-Mayi,2016-01-01T00:00:00Z,1680991
Mbuji-Mayi,2017-01-01T00:00:00Z,2201000
Mbuji-Mayi,2023-01-01T00:00:00Z,2892000
Kobo,2007-01-01T00:00:00Z,24867
Benin City,2006-01-01T00:00:00Z,1147188
Benin City,2021-01-01T00:00:00Z,1780000
Bata,2012-01-01T00:00:00Z,250770
Bata,2015-01-01T00:00:00Z,290000
Eldoret,1999-01-01T00:00:00Z,193830
Eldoret,2009-01-01T00:00:00Z,289380
Namaacha,2005-01-01T00:00:00Z,29272
Linguère,2013-01-01T00:00:00Z,15482
Ovan,2003-12-01T00:00:00Z,3000
Ovan,2013-10-01T00:00:00Z,3382
Nampula,2017-01-01T00:00:00Z,743000
Damanhur,1986-11-17T00:00:00Z,188939
Damanhur,1996-11-19T00:00:00Z,209423
Damanhur,2006-11-11T00:00:00Z,244043
Kafr el-Sheikh,1986-11-17T00:00:00Z,103301
Kafr el-Sheikh,1996-11-19T00:00:00Z,124870
Kafr el-Sheikh,2006-11-11T00:00:00Z,147393
Malika,2013-01-01T00:00:00Z,32130
Malika,2023-01-01T00:00:00Z,56707
Tindouf,2008-01-01T00:00:00Z,45610
Marandallah,2014-01-01T00:00:00Z,36074
Mboro,1988-01-01T00:00:00Z,13542
Mboro,2002-01-01T00:00:00Z,11809
Mboro,2013-01-01T00:00:00Z,27693
Palma,1997-01-01T00:00:00Z,25627
Palma,2020-01-01T00:00:00Z,75000
Mek'ele,1984-01-01T00:00:00Z,61583
Mek'ele,1994-01-01T00:00:00Z,96938
Mek'ele,2005-07-28T00:00:00Z,215914
Mek'ele,2015-07-01T00:00:00Z,323700
Moundou,2008-01-01T00:00:00Z,142462
Méagui,2014-05-15T00:00:00Z,57367
Méagui,2021-01-01T00:00:00Z,153483
Naema,1994-01-01T00:00:00Z,1641
Naema,2004-01-01T00:00:00Z,1151
Naema,2014-01-01T00:00:00Z,1088
Naema,2024-01-01T00:00:00Z,1019
Ndioum,1976-01-01T00:00:00Z,4276
Ndioum,1988-01-01T00:00:00Z,3924
Ndioum,2002-01-01T00:00:00Z,12407
Ndioum,2013-01-01T00:00:00Z,14341
6th of October City,2006-01-01T00:00:00Z,154093
6th of October City,2023-01-01T00:00:00Z,376302
Kafr el-Dawwar,2017-01-01T00:00:00Z,104709
Qena,1986-11-17T00:00:00Z,119917
Qena,1996-11-19T00:00:00Z,155382
Qena,2006-11-11T00:00:00Z,201191
Benha,1986-11-17T00:00:00Z,115701
Benha,1996-11-19T00:00:00Z,135892
Benha,2006-11-11T00:00:00Z,157701
Mit Ghamr,2006-11-11T00:00:00Z,121039
Sarh,2008-01-01T00:00:00Z,108061
10th of Ramadan City,2015-01-01T00:00:00Z,250000
10th of Ramadan City,2018-01-01T00:00:00Z,500000
Batna,2013-01-01T00:00:00Z,290645
Pout,1976-01-01T00:00:00Z,7314
Pout,1988-01-01T00:00:00Z,10763
Pout,2002-01-01T00:00:00Z,16785
Pout,2013-01-01T00:00:00Z,23728
Pout,2023-01-01T00:00:00Z,29874
Akhmim,1986-11-17T00:00:00Z,70494
Akhmim,1996-11-19T00:00:00Z,84773
Akhmim,2006-11-11T00:00:00Z,101509
Robe,2007-01-01T00:00:00Z,44382
Rommani,1994-01-01T00:00:00Z,11433
Rommani,2004-01-01T00:00:00Z,12172
Rommani,2014-01-01T00:00:00Z,12297
Rommani,2024-01-01T00:00:00Z,11117
Dakhla,1994-01-01T00:00:00Z,29831
Dakhla,1994-01-01T00:00:00Z,29831
Dakhla,2004-01-01T00:00:00Z,58104
Dakhla,2004-01-01T00:00:00Z,58104
Dakhla,2014-01-01T00:00:00Z,106277
Dakhla,2014-01-01T00:00:00Z,106277
Dakhla,2024-01-01T00:00:00Z,165463
Dakhla,2024-01-01T00:00:00Z,165463
Sangalkam,2002-01-01T00:00:00Z,43015
Sangalkam,2013-01-01T00:00:00Z,11916
Sangalkam,2023-01-01T00:00:00Z,110958
Saraya,2013-01-01T00:00:00Z,2726
Sebeta,2007-01-01T00:00:00Z,49331
Sendafa,2007-01-01T00:00:00Z,12298
Shambu city,2007-01-01T00:00:00Z,14995
Shinshicho,2007-01-01T00:00:00Z,14285
Bouknadel,1994-01-01T00:00:00Z,31994
Bouknadel,2004-01-01T00:00:00Z,43593
Bouknadel,2014-01-01T00:00:00Z,25255
Bouknadel,2024-01-01T00:00:00Z,43598
Matai,1996-11-19T00:00:00Z,36953
Matai,2006-11-11T00:00:00Z,46903
Abutig,1986-11-17T00:00:00Z,48518
Abutig,1996-11-19T00:00:00Z,59474
Abutig,2006-11-11T00:00:00Z,70969
Uromi,1991-11-26T00:00:00Z,73569
Adama,2015-01-01T00:00:00Z,324000
Tighennif,2008-01-01T00:00:00Z,62210
Touissit,1994-01-01T00:00:00Z,4638
Touissit,2004-01-01T00:00:00Z,3429
Touissit,2014-01-01T00:00:00Z,3137
Touissit,2024-01-01T00:00:00Z,3066
Agnibilékrou,2014-05-15T00:00:00Z,48611
Agnibilékrou,2021-01-01T00:00:00Z,99501
Waliso,2007-01-01T00:00:00Z,37878
Welenchiti,2005-01-01T00:00:00Z,20984
Adi Keyh,2004-01-01T00:00:00Z,13061
Worabe,2007-01-01T00:00:00Z,9480
Adigrat,2013-01-01T00:00:00Z,76400
Yeumbeul Nord,2013-01-01T00:00:00Z,168379
Yeumbeul Nord,2023-01-01T00:00:00Z,204375
Yeumbeul Sud,2013-01-01T00:00:00Z,96956
Yeumbeul Sud,2023-01-01T00:00:00Z,108069
Ado Ekiti,2004-01-01T00:00:00Z,446749
Abo Qorqas,2006-11-11T00:00:00Z,63264
Noubarya,2006-01-01T00:00:00Z,4280
Deir Mawas,1996-11-19T00:00:00Z,33197
Deir Mawas,2006-11-11T00:00:00Z,40640
Lisala,2010-01-01T00:00:00Z,79235
Nekemte,2007-01-01T00:00:00Z,75219
Kadoma,2002-01-01T00:00:00Z,76173
Kadoma,2012-01-01T00:00:00Z,77749
Kadoma,2022-01-01T00:00:00Z,116300
Butha-Buthe,2004-01-01T00:00:00Z,10000
Djarkpanga,2022-01-01T00:00:00Z,8113
Jimma,2007-01-01T00:00:00Z,120960
Jimma,2015-01-01T00:00:00Z,177900
Nsang,2005-01-01T00:00:00Z,2122
اسيوط,1976-11-01T00:00:00Z,101758
اسيوط,1986-11-01T00:00:00Z,132965
اسيوط,1996-11-01T00:00:00Z,170125
اسيوط,2006-11-01T00:00:00Z,189695
اسيوط,2008-01-01T00:00:00Z,193931
Tete,2007-01-01T00:00:00Z,152909
Byumba,2012-01-01T00:00:00Z,34544
Byumba,2012-01-01T00:00:00Z,36401
Belbis,1986-11-17T00:00:00Z,96511
Belbis,1996-11-19T00:00:00Z,114343
Belbis,2006-11-01T00:00:00Z,141285
Mallawi,1986-11-17T00:00:00Z,98632
Mallawi,1996-11-19T00:00:00Z,119285
Mallawi,2006-11-11T00:00:00Z,139929
Mallawi,2018-07-01T00:00:00Z,190829
Mallawi,2021-07-01T00:00:00Z,212628
Mersa Matruh,2006-11-01T00:00:00Z,68339
Mersa Matruh,2006-11-11T00:00:00Z,108774
Beni Suef,1986-11-17T00:00:00Z,152476
Beni Suef,1996-11-19T00:00:00Z,171734
Beni Suef,2006-11-11T00:00:00Z,193048
Agogo,1970-03-01T00:00:00Z,14710
Agogo,1984-03-18T00:00:00Z,18879
Agogo,2000-03-26T00:00:00Z,28271
Agogo,2013-01-01T00:00:00Z,36797
Agordat,2004-01-01T00:00:00Z,8857
Desouk,2019-01-01T00:00:00Z,143404
Kwekwe,2002-01-01T00:00:00Z,93072
Gweru,2002-01-01T00:00:00Z,141260
Mutare,2022-01-01T00:00:00Z,224804
el-Kharga Town,2006-01-01T00:00:00Z,60584
al-Wasta,1996-11-19T00:00:00Z,30879
al-Wasta,2006-11-11T00:00:00Z,37916
Hadayek El Kobba,2024-01-01T00:00:00Z,341321
Kafr Saad,2006-01-01T00:00:00Z,22500
Zalingei,2009-01-01T00:00:00Z,27258
Obour City,2006-01-01T00:00:00Z,1436
Ajdir,1994-01-01T00:00:00Z,3669
Ajdir,2004-01-01T00:00:00Z,3987
Ajdir,2014-01-01T00:00:00Z,5314
Ajdir,2024-01-01T00:00:00Z,5630
Hihya,2017-01-01T00:00:00Z,66702
Sheikh Zayed City,2006-01-01T00:00:00Z,29422
Faraskur,1996-11-19T00:00:00Z,30697
Faraskur,2006-11-11T00:00:00Z,36850
Akure,2010-01-01T00:00:00Z,847903
Figuig,1994-01-01T00:00:00Z,14245
Figuig,2004-01-01T00:00:00Z,12577
Figuig,2014-01-01T00:00:00Z,10872
Figuig,2024-01-01T00:00:00Z,10449
Fatick,1988-01-01T00:00:00Z,18416
Fatick,2002-01-01T00:00:00Z,23149
Fatick,2013-01-01T00:00:00Z,28276
Chingola,1974-01-01T00:00:00Z,134000
Chingola,1990-08-20T00:00:00Z,142383
Chingola,2000-10-20T00:00:00Z,147448
Chingola,2010-01-01T00:00:00Z,185246
Chingola,2022-08-18T00:00:00Z,255000
Sidi Bennour,1971-01-01T00:00:00Z,11140
Sidi Bennour,1992-01-01T00:00:00Z,23429
Sidi Bennour,1994-01-01T00:00:00Z,34225
Sidi Bennour,2004-01-01T00:00:00Z,39593
Sidi Bennour,2014-01-01T00:00:00Z,55847
Sidi Bennour,2024-01-01T00:00:00Z,56201
Am Timan,2010-01-01T00:00:00Z,28885
Am Timan,2012-01-01T00:00:00Z,38261
Musumba,2007-01-01T00:00:00Z,96957
Inhambane,2007-01-01T00:00:00Z,63837
Cabinda,2008-01-01T00:00:00Z,357576
Cabinda,2009-01-01T00:00:00Z,377931
Cabinda,2014-01-01T00:00:00Z,550000
Cabinda,2018-01-01T00:00:00Z,699053
Cabinda,2020-01-01T00:00:00Z,739182
Franceville,1993-01-01T00:00:00Z,31183
Franceville,2010-01-01T00:00:00Z,42967
Franceville,2013-01-01T00:00:00Z,110568
Koudougou,1985-01-01T00:00:00Z,51529
Koudougou,1996-01-01T00:00:00Z,72490
Koudougou,2006-01-01T00:00:00Z,82720
Koudougou,2012-01-01T00:00:00Z,91981
Koudougou,2019-01-01T00:00:00Z,160207
Bahir Dar,2015-01-01T00:00:00Z,243300
Kenitra,1994-01-01T00:00:00Z,292453
Kenitra,2004-01-01T00:00:00Z,359142
Kenitra,2014-01-01T00:00:00Z,431282
Kenitra,2024-01-01T00:00:00Z,507736
Areka,2007-01-01T00:00:00Z,31408
Baris,2006-11-11T00:00:00Z,3890
Cova Figueira,2000-01-01T00:00:00Z,1370
Shone,2007-01-01T00:00:00Z,15616
Porto Inglês,2012-01-01T00:00:00Z,3056
Biba,1996-11-19T00:00:00Z,49516
Biba,2006-11-11T00:00:00Z,57716
Assomada,2010-06-16T00:00:00Z,12026
Pedra Badejo,2012-01-01T00:00:00Z,9530
Nova Sintra,2012-01-01T00:00:00Z,1049
Mindelo,2010-06-16T00:00:00Z,70468
Manzini,2005-01-01T00:00:00Z,110508
Santa Maria,2010-01-01T00:00:00Z,25779
Pemba,2007-01-01T00:00:00Z,141316
Espargos,2005-01-01T00:00:00Z,6173
M'banza-Kongo,2014-01-01T00:00:00Z,148000
Sal Rei,2012-01-01T00:00:00Z,6357
Port-Gentil,1993-07-31T00:00:00Z,79225
Port-Gentil,2003-12-01T00:00:00Z,105712
Port-Gentil,2013-01-01T00:00:00Z,136462
